state_fips,county_fips,county,state,naics_2017,naics_2017_label,year,establishments
31,055,Douglas County,Nebraska,72,Accommodation and food services,2018,1423
31,057,Dundy County,Nebraska,72,Accommodation and food services,2018,5
31,059,Fillmore County,Nebraska,72,Accommodation and food services,2018,10
31,061,Franklin County,Nebraska,72,Accommodation and food services,2018,6
31,063,Frontier County,Nebraska,72,Accommodation and food services,2018,6
31,065,Furnas County,Nebraska,72,Accommodation and food services,2018,10
31,067,Gage County,Nebraska,72,Accommodation and food services,2018,44
31,069,Garden County,Nebraska,72,Accommodation and food services,2018,6
31,071,Garfield County,Nebraska,72,Accommodation and food services,2018,9
31,075,Grant County,Nebraska,72,Accommodation and food services,2018,3
31,077,Greeley County,Nebraska,72,Accommodation and food services,2018,4
31,079,Hall County,Nebraska,72,Accommodation and food services,2018,158
31,081,Hamilton County,Nebraska,72,Accommodation and food services,2018,20
31,083,Harlan County,Nebraska,72,Accommodation and food services,2018,14
31,087,Hitchcock County,Nebraska,72,Accommodation and food services,2018,5
31,089,Holt County,Nebraska,72,Accommodation and food services,2018,29
31,093,Howard County,Nebraska,72,Accommodation and food services,2018,12
31,095,Jefferson County,Nebraska,72,Accommodation and food services,2018,21
31,097,Johnson County,Nebraska,72,Accommodation and food services,2018,7
31,099,Kearney County,Nebraska,72,Accommodation and food services,2018,13
31,101,Keith County,Nebraska,72,Accommodation and food services,2018,44
31,105,Kimball County,Nebraska,72,Accommodation and food services,2018,13
31,107,Knox County,Nebraska,72,Accommodation and food services,2018,18
31,109,Lancaster County,Nebraska,72,Accommodation and food services,2018,770
31,111,Lincoln County,Nebraska,72,Accommodation and food services,2018,98
31,119,Madison County,Nebraska,72,Accommodation and food services,2018,89
31,121,Merrick County,Nebraska,72,Accommodation and food services,2018,13
31,123,Morrill County,Nebraska,72,Accommodation and food services,2018,9
31,125,Nance County,Nebraska,72,Accommodation and food services,2018,9
31,127,Nemaha County,Nebraska,72,Accommodation and food services,2018,22
31,129,Nuckolls County,Nebraska,72,Accommodation and food services,2018,11
31,131,Otoe County,Nebraska,72,Accommodation and food services,2018,40
31,133,Pawnee County,Nebraska,72,Accommodation and food services,2018,4
31,135,Perkins County,Nebraska,72,Accommodation and food services,2018,4
31,137,Phelps County,Nebraska,72,Accommodation and food services,2018,21
31,139,Pierce County,Nebraska,72,Accommodation and food services,2018,12
31,141,Platte County,Nebraska,72,Accommodation and food services,2018,74
31,143,Polk County,Nebraska,72,Accommodation and food services,2018,7
31,145,Red Willow County,Nebraska,72,Accommodation and food services,2018,36
31,147,Richardson County,Nebraska,72,Accommodation and food services,2018,22
31,151,Saline County,Nebraska,72,Accommodation and food services,2018,27
31,153,Sarpy County,Nebraska,72,Accommodation and food services,2018,283
31,155,Saunders County,Nebraska,72,Accommodation and food services,2018,39
31,157,Scotts Bluff County,Nebraska,72,Accommodation and food services,2018,104
31,159,Seward County,Nebraska,72,Accommodation and food services,2018,29
31,161,Sheridan County,Nebraska,72,Accommodation and food services,2018,16
31,163,Sherman County,Nebraska,72,Accommodation and food services,2018,9
31,167,Stanton County,Nebraska,72,Accommodation and food services,2018,4
31,169,Thayer County,Nebraska,72,Accommodation and food services,2018,13
31,173,Thurston County,Nebraska,72,Accommodation and food services,2018,4
31,175,Valley County,Nebraska,72,Accommodation and food services,2018,11
31,177,Washington County,Nebraska,72,Accommodation and food services,2018,36
31,179,Wayne County,Nebraska,72,Accommodation and food services,2018,25
31,181,Webster County,Nebraska,72,Accommodation and food services,2018,5
31,183,Wheeler County,Nebraska,72,Accommodation and food services,2018,5
31,185,York County,Nebraska,72,Accommodation and food services,2018,40
32,001,Churchill County,Nevada,72,Accommodation and food services,2018,52
32,003,Clark County,Nevada,72,Accommodation and food services,2018,4915
32,005,Douglas County,Nevada,72,Accommodation and food services,2018,141
32,007,Elko County,Nevada,72,Accommodation and food services,2018,158
32,011,Eureka County,Nevada,72,Accommodation and food services,2018,5
32,013,Humboldt County,Nevada,72,Accommodation and food services,2018,65
32,015,Lander County,Nevada,72,Accommodation and food services,2018,19
32,017,Lincoln County,Nevada,72,Accommodation and food services,2018,12
32,019,Lyon County,Nevada,72,Accommodation and food services,2018,72
32,021,Mineral County,Nevada,72,Accommodation and food services,2018,9
32,023,Nye County,Nevada,72,Accommodation and food services,2018,85
32,027,Pershing County,Nevada,72,Accommodation and food services,2018,10
32,029,Storey County,Nevada,72,Accommodation and food services,2018,16
32,031,Washoe County,Nevada,72,Accommodation and food services,2018,1169
32,033,White Pine County,Nevada,72,Accommodation and food services,2018,39
32,510,Carson City,Nevada,72,Accommodation and food services,2018,176
33,001,Belknap County,New Hampshire,72,Accommodation and food services,2018,247
33,003,Carroll County,New Hampshire,72,Accommodation and food services,2018,300
33,005,Cheshire County,New Hampshire,72,Accommodation and food services,2018,188
33,007,Coos County,New Hampshire,72,Accommodation and food services,2018,116
33,009,Grafton County,New Hampshire,72,Accommodation and food services,2018,419
33,011,Hillsborough County,New Hampshire,72,Accommodation and food services,2018,944
33,013,Merrimack County,New Hampshire,72,Accommodation and food services,2018,333
33,015,Rockingham County,New Hampshire,72,Accommodation and food services,2018,929
33,017,Strafford County,New Hampshire,72,Accommodation and food services,2018,297
33,019,Sullivan County,New Hampshire,72,Accommodation and food services,2018,68
34,001,Atlantic County,New Jersey,72,Accommodation and food services,2018,818
34,003,Bergen County,New Jersey,72,Accommodation and food services,2018,2598
34,005,Burlington County,New Jersey,72,Accommodation and food services,2018,922
34,007,Camden County,New Jersey,72,Accommodation and food services,2018,1061
34,009,Cape May County,New Jersey,72,Accommodation and food services,2018,925
34,011,Cumberland County,New Jersey,72,Accommodation and food services,2018,242
34,013,Essex County,New Jersey,72,Accommodation and food services,2018,1722
34,015,Gloucester County,New Jersey,72,Accommodation and food services,2018,557
34,017,Hudson County,New Jersey,72,Accommodation and food services,2018,1581
34,019,Hunterdon County,New Jersey,72,Accommodation and food services,2018,332
34,021,Mercer County,New Jersey,72,Accommodation and food services,2018,856
34,023,Middlesex County,New Jersey,72,Accommodation and food services,2018,1854
34,025,Monmouth County,New Jersey,72,Accommodation and food services,2018,1870
34,027,Morris County,New Jersey,72,Accommodation and food services,2018,1360
34,029,Ocean County,New Jersey,72,Accommodation and food services,2018,1284
34,031,Passaic County,New Jersey,72,Accommodation and food services,2018,1056
34,033,Salem County,New Jersey,72,Accommodation and food services,2018,105
34,035,Somerset County,New Jersey,72,Accommodation and food services,2018,822
34,037,Sussex County,New Jersey,72,Accommodation and food services,2018,292
34,039,Union County,New Jersey,72,Accommodation and food services,2018,1264
34,041,Warren County,New Jersey,72,Accommodation and food services,2018,257
35,001,Bernalillo County,New Mexico,72,Accommodation and food services,2018,1521
35,003,Catron County,New Mexico,72,Accommodation and food services,2018,8
35,005,Chaves County,New Mexico,72,Accommodation and food services,2018,125
35,006,Cibola County,New Mexico,72,Accommodation and food services,2018,41
35,007,Colfax County,New Mexico,72,Accommodation and food services,2018,59
35,009,Curry County,New Mexico,72,Accommodation and food services,2018,87
35,011,De Baca County,New Mexico,72,Accommodation and food services,2018,5
35,013,Dona Ana County,New Mexico,72,Accommodation and food services,2018,347
35,015,Eddy County,New Mexico,72,Accommodation and food services,2018,138
35,017,Grant County,New Mexico,72,Accommodation and food services,2018,67
35,019,Guadalupe County,New Mexico,72,Accommodation and food services,2018,20
35,023,Hidalgo County,New Mexico,72,Accommodation and food services,2018,17
35,025,Lea County,New Mexico,72,Accommodation and food services,2018,156
35,027,Lincoln County,New Mexico,72,Accommodation and food services,2018,84
35,028,Los Alamos County,New Mexico,72,Accommodation and food services,2018,33
35,029,Luna County,New Mexico,72,Accommodation and food services,2018,62
35,031,McKinley County,New Mexico,72,Accommodation and food services,2018,143
35,033,Mora County,New Mexico,72,Accommodation and food services,2018,3
35,035,Otero County,New Mexico,72,Accommodation and food services,2018,92
35,037,Quay County,New Mexico,72,Accommodation and food services,2018,36
35,039,Rio Arriba County,New Mexico,72,Accommodation and food services,2018,72
35,041,Roosevelt County,New Mexico,72,Accommodation and food services,2018,34
35,043,Sandoval County,New Mexico,72,Accommodation and food services,2018,172
35,045,San Juan County,New Mexico,72,Accommodation and food services,2018,235
35,047,San Miguel County,New Mexico,72,Accommodation and food services,2018,73
35,049,Santa Fe County,New Mexico,72,Accommodation and food services,2018,448
35,051,Sierra County,New Mexico,72,Accommodation and food services,2018,39
35,053,Socorro County,New Mexico,72,Accommodation and food services,2018,41
35,055,Taos County,New Mexico,72,Accommodation and food services,2018,157
35,057,Torrance County,New Mexico,72,Accommodation and food services,2018,20
35,059,Union County,New Mexico,72,Accommodation and food services,2018,17
35,061,Valencia County,New Mexico,72,Accommodation and food services,2018,87
36,001,Albany County,New York,72,Accommodation and food services,2018,1063
36,003,Allegany County,New York,72,Accommodation and food services,2018,90
36,005,Bronx County,New York,72,Accommodation and food services,2018,1992
36,007,Broome County,New York,72,Accommodation and food services,2018,548
36,009,Cattaraugus County,New York,72,Accommodation and food services,2018,216
36,011,Cayuga County,New York,72,Accommodation and food services,2018,172
36,013,Chautauqua County,New York,72,Accommodation and food services,2018,345
36,015,Chemung County,New York,72,Accommodation and food services,2018,203
36,017,Chenango County,New York,72,Accommodation and food services,2018,96
36,019,Clinton County,New York,72,Accommodation and food services,2018,207
36,021,Columbia County,New York,72,Accommodation and food services,2018,196
36,023,Cortland County,New York,72,Accommodation and food services,2018,135
36,025,Delaware County,New York,72,Accommodation and food services,2018,124
36,027,Dutchess County,New York,72,Accommodation and food services,2018,814
36,029,Erie County,New York,72,Accommodation and food services,2018,2354
36,031,Essex County,New York,72,Accommodation and food services,2018,218
36,033,Franklin County,New York,72,Accommodation and food services,2018,114
36,035,Fulton County,New York,72,Accommodation and food services,2018,127
36,037,Genesee County,New York,72,Accommodation and food services,2018,136
36,039,Greene County,New York,72,Accommodation and food services,2018,196
36,041,Hamilton County,New York,72,Accommodation and food services,2018,62
36,043,Herkimer County,New York,72,Accommodation and food services,2018,171
36,045,Jefferson County,New York,72,Accommodation and food services,2018,318
36,047,Kings County,New York,72,Accommodation and food services,2018,6192
36,049,Lewis County,New York,72,Accommodation and food services,2018,68
36,051,Livingston County,New York,72,Accommodation and food services,2018,156
36,053,Madison County,New York,72,Accommodation and food services,2018,163
36,055,Monroe County,New York,72,Accommodation and food services,2018,1711
36,057,Montgomery County,New York,72,Accommodation and food services,2018,103
36,059,Nassau County,New York,72,Accommodation and food services,2018,3810
36,061,New York County,New York,72,Accommodation and food services,2018,10428
36,063,Niagara County,New York,72,Accommodation and food services,2018,545
36,065,Oneida County,New York,72,Accommodation and food services,2018,594
36,067,Onondaga County,New York,72,Accommodation and food services,2018,1191
36,069,Ontario County,New York,72,Accommodation and food services,2018,330
36,071,Orange County,New York,72,Accommodation and food services,2018,967
36,073,Orleans County,New York,72,Accommodation and food services,2018,67
36,075,Oswego County,New York,72,Accommodation and food services,2018,273
36,077,Otsego County,New York,72,Accommodation and food services,2018,214
36,079,Putnam County,New York,72,Accommodation and food services,2018,220
36,081,Queens County,New York,72,Accommodation and food services,2018,5605
36,083,Rensselaer County,New York,72,Accommodation and food services,2018,381
36,085,Richmond County,New York,72,Accommodation and food services,2018,894
36,087,Rockland County,New York,72,Accommodation and food services,2018,818
36,089,St. Lawrence County,New York,72,Accommodation and food services,2018,247
36,091,Saratoga County,New York,72,Accommodation and food services,2018,573
36,093,Schenectady County,New York,72,Accommodation and food services,2018,337
36,095,Schoharie County,New York,72,Accommodation and food services,2018,68
36,097,Schuyler County,New York,72,Accommodation and food services,2018,79
36,099,Seneca County,New York,72,Accommodation and food services,2018,85
36,101,Steuben County,New York,72,Accommodation and food services,2018,224
36,103,Suffolk County,New York,72,Accommodation and food services,2018,3939
36,105,Sullivan County,New York,72,Accommodation and food services,2018,263
36,107,Tioga County,New York,72,Accommodation and food services,2018,86
36,109,Tompkins County,New York,72,Accommodation and food services,2018,346
36,111,Ulster County,New York,72,Accommodation and food services,2018,594
36,113,Warren County,New York,72,Accommodation and food services,2018,427
36,115,Washington County,New York,72,Accommodation and food services,2018,114
36,117,Wayne County,New York,72,Accommodation and food services,2018,163
36,119,Westchester County,New York,72,Accommodation and food services,2018,2726
36,121,Wyoming County,New York,72,Accommodation and food services,2018,78
36,123,Yates County,New York,72,Accommodation and food services,2018,57
37,001,Alamance County,North Carolina,72,Accommodation and food services,2018,338
37,003,Alexander County,North Carolina,72,Accommodation and food services,2018,36
37,005,Alleghany County,North Carolina,72,Accommodation and food services,2018,28
37,007,Anson County,North Carolina,72,Accommodation and food services,2018,34
37,009,Ashe County,North Carolina,72,Accommodation and food services,2018,46
37,011,Avery County,North Carolina,72,Accommodation and food services,2018,63
37,013,Beaufort County,North Carolina,72,Accommodation and food services,2018,98
37,015,Bertie County,North Carolina,72,Accommodation and food services,2018,15
37,017,Bladen County,North Carolina,72,Accommodation and food services,2018,50
37,019,Brunswick County,North Carolina,72,Accommodation and food services,2018,305
37,021,Buncombe County,North Carolina,72,Accommodation and food services,2018,871
37,023,Burke County,North Carolina,72,Accommodation and food services,2018,133
37,025,Cabarrus County,North Carolina,72,Accommodation and food services,2018,415
37,027,Caldwell County,North Carolina,72,Accommodation and food services,2018,122
37,029,Camden County,North Carolina,72,Accommodation and food services,2018,7
37,031,Carteret County,North Carolina,72,Accommodation and food services,2018,247
37,033,Caswell County,North Carolina,72,Accommodation and food services,2018,15
37,035,Catawba County,North Carolina,72,Accommodation and food services,2018,361
37,037,Chatham County,North Carolina,72,Accommodation and food services,2018,93
37,039,Cherokee County,North Carolina,72,Accommodation and food services,2018,65
37,041,Chowan County,North Carolina,72,Accommodation and food services,2018,27
37,043,Clay County,North Carolina,72,Accommodation and food services,2018,19
37,045,Cleveland County,North Carolina,72,Accommodation and food services,2018,161
37,047,Columbus County,North Carolina,72,Accommodation and food services,2018,89
37,049,Craven County,North Carolina,72,Accommodation and food services,2018,208
37,051,Cumberland County,North Carolina,72,Accommodation and food services,2018,701
37,053,Currituck County,North Carolina,72,Accommodation and food services,2018,85
37,055,Dare County,North Carolina,72,Accommodation and food services,2018,322
37,057,Davidson County,North Carolina,72,Accommodation and food services,2018,236
37,059,Davie County,North Carolina,72,Accommodation and food services,2018,70
37,061,Duplin County,North Carolina,72,Accommodation and food services,2018,74
37,063,Durham County,North Carolina,72,Accommodation and food services,2018,798
37,065,Edgecombe County,North Carolina,72,Accommodation and food services,2018,53
37,067,Forsyth County,North Carolina,72,Accommodation and food services,2018,816
37,069,Franklin County,North Carolina,72,Accommodation and food services,2018,61
37,071,Gaston County,North Carolina,72,Accommodation and food services,2018,386
37,073,Gates County,North Carolina,72,Accommodation and food services,2018,6
37,075,Graham County,North Carolina,72,Accommodation and food services,2018,26
37,077,Granville County,North Carolina,72,Accommodation and food services,2018,70
37,079,Greene County,North Carolina,72,Accommodation and food services,2018,16
37,081,Guilford County,North Carolina,72,Accommodation and food services,2018,1197
37,083,Halifax County,North Carolina,72,Accommodation and food services,2018,99
37,085,Harnett County,North Carolina,72,Accommodation and food services,2018,164
37,087,Haywood County,North Carolina,72,Accommodation and food services,2018,161
37,089,Henderson County,North Carolina,72,Accommodation and food services,2018,233
37,091,Hertford County,North Carolina,72,Accommodation and food services,2018,42
37,093,Hoke County,North Carolina,72,Accommodation and food services,2018,32
37,095,Hyde County,North Carolina,72,Accommodation and food services,2018,33
37,097,Iredell County,North Carolina,72,Accommodation and food services,2018,376
37,099,Jackson County,North Carolina,72,Accommodation and food services,2018,121
37,101,Johnston County,North Carolina,72,Accommodation and food services,2018,303
37,103,Jones County,North Carolina,72,Accommodation and food services,2018,8
37,105,Lee County,North Carolina,72,Accommodation and food services,2018,114
37,107,Lenoir County,North Carolina,72,Accommodation and food services,2018,95
37,109,Lincoln County,North Carolina,72,Accommodation and food services,2018,120
37,111,McDowell County,North Carolina,72,Accommodation and food services,2018,85
37,113,Macon County,North Carolina,72,Accommodation and food services,2018,119
37,115,Madison County,North Carolina,72,Accommodation and food services,2018,40
37,117,Martin County,North Carolina,72,Accommodation and food services,2018,44
37,119,Mecklenburg County,North Carolina,72,Accommodation and food services,2018,2790
37,121,Mitchell County,North Carolina,72,Accommodation and food services,2018,36
37,123,Montgomery County,North Carolina,72,Accommodation and food services,2018,49
37,125,Moore County,North Carolina,72,Accommodation and food services,2018,230
37,127,Nash County,North Carolina,72,Accommodation and food services,2018,191
37,129,New Hanover County,North Carolina,72,Accommodation and food services,2018,796
37,131,Northampton County,North Carolina,72,Accommodation and food services,2018,14
37,133,Onslow County,North Carolina,72,Accommodation and food services,2018,393
37,135,Orange County,North Carolina,72,Accommodation and food services,2018,334
37,137,Pamlico County,North Carolina,72,Accommodation and food services,2018,30
37,139,Pasquotank County,North Carolina,72,Accommodation and food services,2018,97
37,141,Pender County,North Carolina,72,Accommodation and food services,2018,108
37,143,Perquimans County,North Carolina,72,Accommodation and food services,2018,14
37,145,Person County,North Carolina,72,Accommodation and food services,2018,54
37,147,Pitt County,North Carolina,72,Accommodation and food services,2018,366
37,149,Polk County,North Carolina,72,Accommodation and food services,2018,41
37,151,Randolph County,North Carolina,72,Accommodation and food services,2018,209
37,153,Richmond County,North Carolina,72,Accommodation and food services,2018,63
37,155,Robeson County,North Carolina,72,Accommodation and food services,2018,180
37,157,Rockingham County,North Carolina,72,Accommodation and food services,2018,152
37,159,Rowan County,North Carolina,72,Accommodation and food services,2018,225
37,161,Rutherford County,North Carolina,72,Accommodation and food services,2018,120
37,163,Sampson County,North Carolina,72,Accommodation and food services,2018,82
37,165,Scotland County,North Carolina,72,Accommodation and food services,2018,55
37,167,Stanly County,North Carolina,72,Accommodation and food services,2018,113
37,169,Stokes County,North Carolina,72,Accommodation and food services,2018,56
37,171,Surry County,North Carolina,72,Accommodation and food services,2018,156
37,173,Swain County,North Carolina,72,Accommodation and food services,2018,83
37,175,Transylvania County,North Carolina,72,Accommodation and food services,2018,90
37,177,Tyrrell County,North Carolina,72,Accommodation and food services,2018,6
37,179,Union County,North Carolina,72,Accommodation and food services,2018,322
37,181,Vance County,North Carolina,72,Accommodation and food services,2018,71
37,183,Wake County,North Carolina,72,Accommodation and food services,2018,2510
37,185,Warren County,North Carolina,72,Accommodation and food services,2018,20
37,187,Washington County,North Carolina,72,Accommodation and food services,2018,23
37,189,Watauga County,North Carolina,72,Accommodation and food services,2018,183
37,191,Wayne County,North Carolina,72,Accommodation and food services,2018,206
37,193,Wilkes County,North Carolina,72,Accommodation and food services,2018,104
37,195,Wilson County,North Carolina,72,Accommodation and food services,2018,154
37,197,Yadkin County,North Carolina,72,Accommodation and food services,2018,56
37,199,Yancey County,North Carolina,72,Accommodation and food services,2018,22
38,001,Adams County,North Dakota,72,Accommodation and food services,2018,8
38,003,Barnes County,North Dakota,72,Accommodation and food services,2018,34
38,005,Benson County,North Dakota,72,Accommodation and food services,2018,10
38,007,Billings County,North Dakota,72,Accommodation and food services,2018,13
38,009,Bottineau County,North Dakota,72,Accommodation and food services,2018,29
38,011,Bowman County,North Dakota,72,Accommodation and food services,2018,16
38,013,Burke County,North Dakota,72,Accommodation and food services,2018,7
38,015,Burleigh County,North Dakota,72,Accommodation and food services,2018,206
38,017,Cass County,North Dakota,72,Accommodation and food services,2018,456
38,019,Cavalier County,North Dakota,72,Accommodation and food services,2018,11
38,021,Dickey County,North Dakota,72,Accommodation and food services,2018,16
38,023,Divide County,North Dakota,72,Accommodation and food services,2018,10
38,025,Dunn County,North Dakota,72,Accommodation and food services,2018,13
38,027,Eddy County,North Dakota,72,Accommodation and food services,2018,6
38,029,Emmons County,North Dakota,72,Accommodation and food services,2018,12
38,031,Foster County,North Dakota,72,Accommodation and food services,2018,11
38,033,Golden Valley County,North Dakota,72,Accommodation and food services,2018,4
38,035,Grand Forks County,North Dakota,72,Accommodation and food services,2018,197
38,037,Grant County,North Dakota,72,Accommodation and food services,2018,7
38,039,Griggs County,North Dakota,72,Accommodation and food services,2018,10
38,041,Hettinger County,North Dakota,72,Accommodation and food services,2018,6
38,043,Kidder County,North Dakota,72,Accommodation and food services,2018,10
38,045,LaMoure County,North Dakota,72,Accommodation and food services,2018,14
38,047,Logan County,North Dakota,72,Accommodation and food services,2018,4
38,049,McHenry County,North Dakota,72,Accommodation and food services,2018,10
38,051,McIntosh County,North Dakota,72,Accommodation and food services,2018,9
38,053,McKenzie County,North Dakota,72,Accommodation and food services,2018,41
38,055,McLean County,North Dakota,72,Accommodation and food services,2018,29
38,057,Mercer County,North Dakota,72,Accommodation and food services,2018,29
38,059,Morton County,North Dakota,72,Accommodation and food services,2018,58
38,061,Mountrail County,North Dakota,72,Accommodation and food services,2018,41
38,063,Nelson County,North Dakota,72,Accommodation and food services,2018,13
38,067,Pembina County,North Dakota,72,Accommodation and food services,2018,14
38,069,Pierce County,North Dakota,72,Accommodation and food services,2018,16
38,071,Ramsey County,North Dakota,72,Accommodation and food services,2018,49
38,073,Ransom County,North Dakota,72,Accommodation and food services,2018,19
38,075,Renville County,North Dakota,72,Accommodation and food services,2018,14
38,077,Richland County,North Dakota,72,Accommodation and food services,2018,41
38,079,Rolette County,North Dakota,72,Accommodation and food services,2018,23
38,081,Sargent County,North Dakota,72,Accommodation and food services,2018,15
38,085,Sioux County,North Dakota,72,Accommodation and food services,2018,6
38,089,Stark County,North Dakota,72,Accommodation and food services,2018,91
38,091,Steele County,North Dakota,72,Accommodation and food services,2018,7
38,093,Stutsman County,North Dakota,72,Accommodation and food services,2018,60
38,095,Towner County,North Dakota,72,Accommodation and food services,2018,8
38,097,Traill County,North Dakota,72,Accommodation and food services,2018,21
38,099,Walsh County,North Dakota,72,Accommodation and food services,2018,30
38,101,Ward County,North Dakota,72,Accommodation and food services,2018,179
38,103,Wells County,North Dakota,72,Accommodation and food services,2018,20
38,105,Williams County,North Dakota,72,Accommodation and food services,2018,128
39,001,Adams County,Ohio,72,Accommodation and food services,2018,34
39,003,Allen County,Ohio,72,Accommodation and food services,2018,215
39,005,Ashland County,Ohio,72,Accommodation and food services,2018,84
39,007,Ashtabula County,Ohio,72,Accommodation and food services,2018,225
39,009,Athens County,Ohio,72,Accommodation and food services,2018,148
39,011,Auglaize County,Ohio,72,Accommodation and food services,2018,94
39,013,Belmont County,Ohio,72,Accommodation and food services,2018,129
39,015,Brown County,Ohio,72,Accommodation and food services,2018,49
39,017,Butler County,Ohio,72,Accommodation and food services,2018,719
39,019,Carroll County,Ohio,72,Accommodation and food services,2018,44
39,021,Champaign County,Ohio,72,Accommodation and food services,2018,50
39,023,Clark County,Ohio,72,Accommodation and food services,2018,214
39,025,Clermont County,Ohio,72,Accommodation and food services,2018,311
39,027,Clinton County,Ohio,72,Accommodation and food services,2018,67
39,029,Columbiana County,Ohio,72,Accommodation and food services,2018,177
39,031,Coshocton County,Ohio,72,Accommodation and food services,2018,50
39,033,Crawford County,Ohio,72,Accommodation and food services,2018,87
39,035,Cuyahoga County,Ohio,72,Accommodation and food services,2018,3025
39,037,Darke County,Ohio,72,Accommodation and food services,2018,84
39,039,Defiance County,Ohio,72,Accommodation and food services,2018,85
39,041,Delaware County,Ohio,72,Accommodation and food services,2018,484
39,043,Erie County,Ohio,72,Accommodation and food services,2018,280
39,045,Fairfield County,Ohio,72,Accommodation and food services,2018,262
39,047,Fayette County,Ohio,72,Accommodation and food services,2018,64
39,049,Franklin County,Ohio,72,Accommodation and food services,2018,2997
39,051,Fulton County,Ohio,72,Accommodation and food services,2018,77
39,053,Gallia County,Ohio,72,Accommodation and food services,2018,52
39,055,Geauga County,Ohio,72,Accommodation and food services,2018,164
39,057,Greene County,Ohio,72,Accommodation and food services,2018,350
39,059,Guernsey County,Ohio,72,Accommodation and food services,2018,83
39,061,Hamilton County,Ohio,72,Accommodation and food services,2018,2010
39,063,Hancock County,Ohio,72,Accommodation and food services,2018,185
39,065,Hardin County,Ohio,72,Accommodation and food services,2018,46
39,067,Harrison County,Ohio,72,Accommodation and food services,2018,19
39,069,Henry County,Ohio,72,Accommodation and food services,2018,56
39,071,Highland County,Ohio,72,Accommodation and food services,2018,55
39,073,Hocking County,Ohio,72,Accommodation and food services,2018,72
39,075,Holmes County,Ohio,72,Accommodation and food services,2018,74
39,077,Huron County,Ohio,72,Accommodation and food services,2018,115
39,079,Jackson County,Ohio,72,Accommodation and food services,2018,55
39,081,Jefferson County,Ohio,72,Accommodation and food services,2018,121
39,083,Knox County,Ohio,72,Accommodation and food services,2018,107
39,085,Lake County,Ohio,72,Accommodation and food services,2018,522
39,087,Lawrence County,Ohio,72,Accommodation and food services,2018,62
39,089,Licking County,Ohio,72,Accommodation and food services,2018,314
39,091,Logan County,Ohio,72,Accommodation and food services,2018,94
39,093,Lorain County,Ohio,72,Accommodation and food services,2018,513
39,095,Lucas County,Ohio,72,Accommodation and food services,2018,1015
39,097,Madison County,Ohio,72,Accommodation and food services,2018,56
39,099,Mahoning County,Ohio,72,Accommodation and food services,2018,541
39,101,Marion County,Ohio,72,Accommodation and food services,2018,100
39,103,Medina County,Ohio,72,Accommodation and food services,2018,322
39,105,Meigs County,Ohio,72,Accommodation and food services,2018,31
39,107,Mercer County,Ohio,72,Accommodation and food services,2018,101
39,109,Miami County,Ohio,72,Accommodation and food services,2018,188
39,111,Monroe County,Ohio,72,Accommodation and food services,2018,24
39,113,Montgomery County,Ohio,72,Accommodation and food services,2018,1089
39,115,Morgan County,Ohio,72,Accommodation and food services,2018,21
39,117,Morrow County,Ohio,72,Accommodation and food services,2018,29
39,119,Muskingum County,Ohio,72,Accommodation and food services,2018,186
39,121,Noble County,Ohio,72,Accommodation and food services,2018,19
39,123,Ottawa County,Ohio,72,Accommodation and food services,2018,171
39,125,Paulding County,Ohio,72,Accommodation and food services,2018,32
39,127,Perry County,Ohio,72,Accommodation and food services,2018,40
39,129,Pickaway County,Ohio,72,Accommodation and food services,2018,68
39,131,Pike County,Ohio,72,Accommodation and food services,2018,40
39,133,Portage County,Ohio,72,Accommodation and food services,2018,327
39,135,Preble County,Ohio,72,Accommodation and food services,2018,64
39,137,Putnam County,Ohio,72,Accommodation and food services,2018,61
39,139,Richland County,Ohio,72,Accommodation and food services,2018,225
39,141,Ross County,Ohio,72,Accommodation and food services,2018,121
39,143,Sandusky County,Ohio,72,Accommodation and food services,2018,118
39,145,Scioto County,Ohio,72,Accommodation and food services,2018,135
39,147,Seneca County,Ohio,72,Accommodation and food services,2018,102
39,149,Shelby County,Ohio,72,Accommodation and food services,2018,80
39,151,Stark County,Ohio,72,Accommodation and food services,2018,783
39,153,Summit County,Ohio,72,Accommodation and food services,2018,1242
39,155,Trumbull County,Ohio,72,Accommodation and food services,2018,381
39,157,Tuscarawas County,Ohio,72,Accommodation and food services,2018,199
39,159,Union County,Ohio,72,Accommodation and food services,2018,85
39,161,Van Wert County,Ohio,72,Accommodation and food services,2018,49
39,163,Vinton County,Ohio,72,Accommodation and food services,2018,13
39,165,Warren County,Ohio,72,Accommodation and food services,2018,384
39,167,Washington County,Ohio,72,Accommodation and food services,2018,119
39,169,Wayne County,Ohio,72,Accommodation and food services,2018,193
39,171,Williams County,Ohio,72,Accommodation and food services,2018,71
39,173,Wood County,Ohio,72,Accommodation and food services,2018,320
39,175,Wyandot County,Ohio,72,Accommodation and food services,2018,50
40,001,Adair County,Oklahoma,72,Accommodation and food services,2018,20
40,003,Alfalfa County,Oklahoma,72,Accommodation and food services,2018,11
40,005,Atoka County,Oklahoma,72,Accommodation and food services,2018,24
40,007,Beaver County,Oklahoma,72,Accommodation and food services,2018,6
40,009,Beckham County,Oklahoma,72,Accommodation and food services,2018,68
40,011,Blaine County,Oklahoma,72,Accommodation and food services,2018,25
40,013,Bryan County,Oklahoma,72,Accommodation and food services,2018,75
40,015,Caddo County,Oklahoma,72,Accommodation and food services,2018,46
