state_fips,county_fips,region,state_name,county_name,area_land,area_water,internal_point_lat,internal_point_lon,pop_est_2018,pop_est_2019,births_2019,deaths_2019,international_migr_2019,domestic_migr_2019,residual_2019
32,029,4,Nevada,Storey County,683680818,1881020,+39.4383853,-119.5246462,3981,4123,11,21,-4,155,1
32,031,4,Nevada,Washoe County,16358779479,582737537,+40.7313196,-119.6632695,464354,471519,5259,4032,-387,6281,44
32,033,4,Nevada,White Pine County,23016356483,23426584,+39.4182344,-114.9006050,9540,9580,104,96,4,29,-1
32,510,4,Nevada,Carson City,374670880,32586219,+39.1530598,-119.7473681,55202,55916,598,637,-43,795,1
33,001,1,New Hampshire,Belknap County,1040771458,176549424,+43.5191091,-071.4253661,61145,61303,478,775,28,432,-5
33,003,1,New Hampshire,Carroll County,2413511287,159624444,+43.8677742,-071.2015596,48754,48910,325,582,10,402,1
33,005,1,New Hampshire,Cheshire County,1830367250,57589034,+42.9254596,-072.2481828,75901,76085,636,718,52,217,-3
33,007,1,New Hampshire,Coos County,4647923684,92553609,+44.6525477,-071.2894309,31486,31563,225,419,-2,274,-1
33,009,1,New Hampshire,Grafton County,4425254602,106459251,+43.9264391,-071.8424242,89701,89886,681,830,131,209,-6
33,011,1,New Hampshire,Hillsborough County,2270197483,41314379,+42.9115317,-071.7230554,414630,417025,4148,3390,1002,650,-15
33,013,1,New Hampshire,Merrimack County,2416153059,57222878,+43.2995786,-071.6800412,150650,151391,1305,1388,279,551,-6
33,015,1,New Hampshire,Rockingham County,1801042583,258639091,+42.9886636,-071.0990801,308287,309769,2663,2519,181,1173,-16
33,017,1,New Hampshire,Strafford County,951745163,39159595,+43.2932725,-071.0355891,129797,130633,1163,1072,259,484,2
33,019,1,New Hampshire,Sullivan County,1392231686,37791729,+43.3611883,-072.2220839,43114,43146,380,432,7,77,0
34,001,1,New Jersey,Atlantic County,1438776649,301268696,+39.4693555,-074.6337591,263989,263670,2718,2793,271,-507,-8
34,003,1,New Jersey,Bergen County,602911111,35354979,+40.9596985,-074.0747272,932816,932202,9153,7248,1909,-4439,11
34,005,1,New Jersey,Burlington County,2070157741,54113400,+39.8757858,-074.6630063,444745,445349,4333,4022,120,199,-26
34,007,1,New Jersey,Camden County,573293905,15720557,+39.8024071,-074.9612493,506353,506471,5923,4741,556,-1610,-10
34,009,1,New Jersey,Cape May County,651338862,955248161,+39.0858411,-074.8463541,92446,92039,734,1299,-15,181,-8
34,011,1,New Jersey,Cumberland County,1251898273,503713107,+39.3284336,-075.1216277,150635,149527,1757,1435,74,-1509,5
34,013,1,New Jersey,Essex County,326557454,8638174,+40.7874003,-074.2462919,798570,798975,10165,6457,3009,-6340,28
34,015,1,New Jersey,Gloucester County,833916105,38320616,+39.7228745,-075.1456793,291525,291636,2841,2694,61,-86,-11
34,017,1,New Jersey,Hudson County,119640830,41958705,+40.7313751,-074.0786014,671931,672391,10019,4371,5294,-10458,-24
34,019,1,New Jersey,Hunterdon County,1108076939,24770921,+40.5652832,-074.9119695,124807,124371,972,1009,63,-460,-2
34,021,1,New Jersey,Mercer County,581297755,11434826,+40.2825026,-074.7037240,368188,367430,4021,2987,1182,-2997,23
34,023,1,New Jersey,Middlesex County,800864377,35466050,+40.4396214,-074.4074303,826172,825062,8907,6284,3354,-7130,43
34,025,1,New Jersey,Monmouth County,1212585319,510987402,+40.2870481,-074.1524456,620459,618795,5644,5867,191,-1619,-13
34,027,1,New Jersey,Morris County,1193878537,53263498,+40.8588961,-074.5472917,493070,491845,4568,3857,628,-2572,8
34,029,1,New Jersey,Ocean County,1627387052,742027591,+39.8656690,-074.2588636,601478,607186,8555,7091,42,4224,-22
34,031,1,New Jersey,Passaic County,481767296,32057602,+41.0378896,-074.2982800,503183,501826,6602,3769,1837,-6045,18
34,033,1,New Jersey,Salem County,859517464,105387382,+39.5738282,-075.3573559,62746,62385,684,756,9,-300,2
34,035,1,New Jersey,Somerset County,781830431,7994903,+40.5655273,-074.6199378,330181,328934,3033,2613,598,-2279,14
34,037,1,New Jersey,Sussex County,1343564828,43222888,+41.1374609,-074.6919141,140801,140488,1207,1266,-5,-245,-4
34,039,1,New Jersey,Union County,266163527,7053423,+40.6598707,-074.3086957,556402,556341,6738,4195,2002,-4631,25
34,041,1,New Jersey,Warren County,923424386,15834476,+40.8534914,-075.0094978,105528,105267,927,969,104,-323,0
35,001,4,New Mexico,Bernalillo County,3007645106,15849400,+35.0536280,-106.6690805,678034,679121,7130,5949,773,-824,-43
35,003,4,New Mexico,Catron County,17933559836,14195265,+33.9016208,-108.3919284,3554,3527,10,28,0,-9,0
35,005,4,New Mexico,Chaves County,15713907540,20479488,+33.3616045,-104.4698374,64554,64615,819,635,26,-148,-1
35,006,4,New Mexico,Cibola County,11758505180,5554603,+34.9282721,-107.9926805,26766,26675,306,263,9,-143,0
35,007,4,New Mexico,Colfax County,9733110165,26299632,+36.6129638,-104.6401105,12071,11941,110,124,-3,-112,-1
35,009,4,New Mexico,Curry County,3640261520,8027146,+34.5729841,-103.3460546,49338,48954,824,378,-8,-821,-1
35,011,4,New Mexico,De Baca County,6016819475,29089486,+34.3592729,-104.3686961,1779,1748,13,16,1,-28,-1
35,013,4,New Mexico,Dona Ana County,9863164217,17589892,+32.3499190,-106.8349684,217278,218195,2630,1615,128,-224,-2
35,015,4,New Mexico,Eddy County,10816683024,56498061,+32.4578347,-104.3064338,57729,58460,805,550,47,428,1
35,017,4,New Mexico,Grant County,10259475126,15298388,+32.7320870,-108.3815043,27303,26998,256,325,-10,-221,-5
35,019,4,New Mexico,Guadalupe County,7847072129,2887948,+34.8697822,-104.7849677,4334,4300,41,43,0,-32,0
35,021,4,New Mexico,Harding County,5504963123,1162620,+35.8585157,-103.8479245,650,625,2,9,0,-18,0
35,023,4,New Mexico,Hidalgo County,8905760686,23582051,+31.8980519,-108.7519293,4231,4198,41,51,1,-24,0
35,025,4,New Mexico,Lea County,11373854756,8356103,+32.7956865,-103.4132707,69543,71070,1086,507,22,923,3
35,027,4,New Mexico,Lincoln County,12512530057,554839,+33.7408411,-105.4498055,19518,19572,174,207,18,71,-2
35,028,4,New Mexico,Los Alamos County,282843396,208105,+35.8700469,-106.3079679,18988,19369,173,111,62,256,1
35,029,4,New Mexico,Luna County,7679776973,433660,+32.1845231,-107.7471911,23877,23709,346,281,16,-247,-2
35,031,4,New Mexico,McKinley County,14117193195,13684636,+35.5838784,-108.2532659,71911,71367,817,642,17,-738,2
35,033,4,New Mexico,Mora County,4988962825,6093304,+35.9828413,-104.9218975,4487,4521,30,37,0,42,-1
35,035,4,New Mexico,Otero County,17126456785,36943378,+32.6155988,-105.7513079,66659,67490,934,615,263,250,-1
35,037,4,New Mexico,Quay County,7443508573,18554572,+35.1070184,-103.5480713,8242,8253,90,95,16,2,-2
35,039,4,New Mexico,Rio Arriba County,15179590198,91466278,+36.5096687,-106.6939829,39023,38921,417,459,30,-88,-2
35,041,4,New Mexico,Roosevelt County,6335242828,18679735,+34.0212068,-103.4830039,18759,18500,253,145,34,-403,2
35,043,4,New Mexico,Sandoval County,9609141717,10852111,+35.6850913,-106.8831191,145096,146748,1405,1145,-22,1414,0
35,045,4,New Mexico,San Juan County,14289491641,54966780,+36.5116245,-108.3245778,125499,123958,1410,1109,-12,-1837,7
35,047,4,New Mexico,San Miguel County,12228666254,51380263,+35.4768585,-104.8035189,27480,27277,247,271,41,-222,2
35,049,4,New Mexico,Santa Fe County,4947856149,2648084,+35.5145305,-105.9639718,149761,150358,1189,1191,63,542,-6
35,051,4,New Mexico,Sierra County,10829248654,147675972,+33.1194684,-107.1881612,10949,10791,98,236,1,-20,-1
35,053,4,New Mexico,Socorro County,17214061650,4843011,+33.9916579,-106.9391362,16704,16637,175,148,47,-142,1
35,055,4,New Mexico,Taos County,5704119383,3383128,+36.5765287,-105.6379865,32699,32723,271,317,-14,86,-2
35,057,4,New Mexico,Torrance County,8664061332,2316559,+34.5549784,-105.8905574,15512,15461,153,150,23,-76,-1
35,059,4,New Mexico,Union County,9906866302,15466855,+36.4880853,-103.4757229,4108,4059,38,37,-2,-47,-1
35,061,4,New Mexico,Valencia County,2762854204,2760089,+34.7168404,-106.8065821,76305,76688,832,699,-21,274,-3
36,001,1,New York,Albany County,1354120788,27124553,+42.5882401,-073.9740095,306585,305506,3024,2776,546,-1872,-1
36,003,1,New York,Allegany County,2666029673,12999275,+42.2478532,-078.0261531,46332,46091,445,460,28,-254,0
36,005,1,New York,Bronx County,108909571,39687923,+40.8487111,-073.8529390,1432087,1418207,19674,11145,8697,-31203,97
36,007,1,New York,Broome County,1828061552,25111002,+42.1619773,-075.8302833,191925,190488,1920,2113,248,-1498,6
36,009,1,New York,Cattaraugus County,3388424412,36817330,+42.2390986,-078.6623320,76726,76117,801,848,5,-565,-2
36,011,1,New York,Cayuga County,1791190510,445708165,+43.0085456,-076.5745866,77121,76576,741,711,26,-602,1
36,013,1,New York,Chautauqua County,2746047476,1139407865,+42.3042159,-079.4075949,127472,126903,1282,1398,21,-471,-3
36,015,1,New York,Chemung County,1055038227,8874756,+42.1552804,-076.7471791,83935,83456,859,943,17,-411,-1
36,017,1,New York,Chenango County,2314393900,13046917,+42.4780238,-075.6022407,47445,47207,470,535,-2,-169,-2
36,019,1,New York,Clinton County,2687779168,206603306,+44.7527120,-073.7056429,80679,80485,756,744,49,-253,-2
36,021,1,New York,Columbia County,1643770776,35071400,+42.2477288,-073.6268057,59785,59461,489,676,43,-178,-2
36,023,1,New York,Cortland County,1291815777,7112822,+42.5940390,-076.0762398,47722,47581,472,422,19,-210,0
36,025,1,New York,Delaware County,3735857754,64812298,+42.1939865,-074.9667281,44526,44135,345,571,19,-182,-2
36,027,1,New York,Dutchess County,2060720815,76913736,+41.7547699,-073.7400411,293939,294218,2584,2765,232,247,-19
36,029,1,New York,Erie County,2700648539,476891055,+42.7527590,-078.7781922,919717,918702,9756,9765,1278,-2264,-20
36,031,1,New York,Essex County,4646744234,316359504,+44.1096005,-073.7784307,37288,36885,308,413,4,-300,-2
36,033,1,New York,Franklin County,4219644200,176695862,+44.5943758,-074.3106700,50279,50022,444,524,-6,-171,0
36,035,1,New York,Fulton County,1283234678,96916405,+43.1156093,-074.4236782,53633,53383,517,565,0,-203,1
36,037,1,New York,Genesee County,1276705469,6137411,+43.0009096,-078.1927784,57487,57280,542,630,2,-120,-1
36,039,1,New York,Greene County,1676140495,28201061,+42.2798211,-074.1420253,47381,47188,384,540,20,-54,-3
36,041,1,New York,Hamilton County,4447989353,234204421,+43.6578786,-074.5024556,4432,4416,28,63,-2,20,1
36,043,1,New York,Herkimer County,3655873433,120354579,+43.4074890,-075.0116830,61713,61319,560,659,2,-297,0
36,045,1,New York,Jefferson County,3285923214,1524610949,+43.9963890,-076.0529678,111866,109834,1913,919,-45,-2981,0
36,047,1,New York,Kings County,179671310,71098973,+40.6350451,-073.9506398,2578074,2559903,37786,18218,8203,-45945,3
36,049,1,New York,Lewis County,3301307122,39612947,+43.7826811,-075.4441402,26486,26296,322,271,8,-250,1
36,051,1,New York,Livingston County,1636254768,22005357,+42.7274845,-077.7697795,63213,62914,478,552,50,-276,1
36,053,1,New York,Madison County,1696048608,16696751,+42.9100255,-075.6635749,71117,70941,668,628,28,-242,-2
36,055,1,New York,Monroe County,1701280157,1838466355,+43.4644839,-077.6646584,742864,741770,7762,6693,760,-2918,-5
36,057,1,New York,Montgomery County,1044066970,18599188,+42.9008912,-074.4353575,49394,49221,613,533,14,-267,0
36,059,1,New York,Nassau County,737195890,437275916,+40.7296118,-073.5894144,1357534,1356924,14001,11312,1650,-4941,-8
36,061,1,New York,New York County,58690498,28541727,+40.7766419,-073.9701871,1629055,1628706,16968,12171,6727,-11730,-143
36,063,1,New York,Niagara County,1352887561,1598842375,+43.4567309,-078.7921425,210060,209281,2067,2382,61,-519,-6
36,065,1,New York,Oneida County,3139921947,117357163,+43.2427273,-075.4342824,229474,228671,2482,2490,263,-1058,0
36,067,1,New York,Onondaga County,2016013104,70527533,+43.0065163,-076.1961336,461649,460528,4952,4214,842,-2707,6
36,069,1,New York,Ontario County,1668081009,47854414,+42.8563575,-077.3034967,109738,109777,979,1079,42,106,-9
36,071,1,New York,Orange County,2103886749,68105750,+41.4024096,-074.3062522,382126,384940,5043,2884,145,530,-20
36,073,1,New York,Orleans County,1013366843,1103741897,+43.5022867,-078.2297258,40655,40352,389,418,2,-276,0
36,075,1,New York,Oswego County,2464751381,933476015,+43.4614431,-076.2092618,117515,117124,1207,1090,15,-524,1
36,077,1,New York,Otsego County,2594487145,36314099,+42.6297762,-075.0288410,59810,59493,485,648,25,-174,-5
36,079,1,New York,Putnam County,596542964,41243959,+41.4279067,-073.7438608,98814,98320,800,784,67,-579,2
36,081,1,New York,Queens County,281734463,179364919,+40.6585662,-073.8380168,2274605,2253858,27453,16380,9883,-41789,86
36,083,1,New York,Rensselaer County,1689852106,33533280,+42.7104206,-073.5138454,159283,158714,1548,1610,126,-632,-1
36,085,1,New York,Richmond County,148976885,115948458,+40.5612628,-074.1398995,476260,476143,5322,4147,308,-1599,-1
36,087,1,New York,Rockland County,449218387,66842906,+41.1546276,-074.0246616,325522,325789,5370,2457,504,-3177,27
36,089,1,New York,St. Lawrence County,6939877189,367298360,+44.4881125,-075.0743110,108327,107740,988,1082,96,-591,2
36,091,1,New York,Saratoga County,2097879145,87573063,+43.1061353,-073.8553872,230170,229863,2103,2050,132,-490,-2
36,093,1,New York,Schenectady County,529862595,12594061,+42.8175516,-074.0435592,155079,155299,1792,1486,223,-305,-4
36,095,1,New York,Schoharie County,1610503569,11676951,+42.5912940,-074.4381718,31146,30999,237,313,6,-76,-1
36,097,1,New York,Schuyler County,850405405,36246373,+42.4197755,-076.9386030,17884,17807,146,187,6,-40,-2
36,099,1,New York,Seneca County,838403628,172828921,+42.7822943,-076.8270880,34179,34016,318,313,8,-175,-1
36,101,1,New York,Steuben County,3601520291,35040141,+42.2667252,-077.3855253,95860,95379,981,1022,49,-489,0
36,103,1,New York,Suffolk County,2361568402,3784825485,+40.9435540,-072.6922183,1480830,1476601,15129,13146,1603,-7842,27
36,105,1,New York,Sullivan County,2507463739,74034521,+41.7199928,-074.7715769,75399,75432,779,779,-2,40,-5
36,107,1,New York,Tioga County,1343194530,11058001,+42.1780565,-076.2974556,48441,48203,425,492,-9,-161,-1
36,109,1,New York,Tompkins County,1229314959,43787671,+42.4530063,-076.4734835,102419,102180,742,636,447,-797,5
36,111,1,New York,Ulster County,2911757960,94596776,+41.9472124,-074.2654582,178418,177573,1433,1743,148,-677,-6
36,113,1,New York,Warren County,2246082355,166754989,+43.5551053,-073.8381388,64215,63944,529,674,23,-146,-3
36,115,1,New York,Washington County,2152713603,38126958,+43.3123766,-073.4394282,61274,61204,545,681,7,63,-4
36,117,1,New York,Wayne County,1563912968,2018185132,+43.4587577,-077.0631637,90200,89918,941,873,21,-370,-1
36,119,1,New York,Westchester County,1115219580,179756608,+41.1526862,-073.7457526,968213,967506,10183,7582,2060,-5390,22
36,121,1,New York,Wyoming County,1535219547,9158065,+42.7013627,-078.2285667,40023,39859,328,345,1,-147,-1
36,123,1,New York,Yates County,875801459,97489006,+42.6382370,-077.1043238,24951,24913,316,267,10,-98,1
37,001,3,North Carolina,Alamance County,1096718106,27958505,+36.0439535,-079.4005733,166514,169509,1976,1646,67,2588,10
37,003,3,North Carolina,Alexander County,673358168,9445988,+35.9209506,-081.1774668,37331,37497,363,399,0,203,-1
37,005,3,North Carolina,Alleghany County,607139719,3676325,+36.4893563,-081.1322987,11138,11137,99,133,5,29,-1
37,007,3,North Carolina,Anson County,1376478136,14603213,+34.9749722,-080.1097633,24470,24446,253,272,29,-33,-1
37,009,3,North Carolina,Ashe County,1100930108,8064800,+36.4434687,-081.4993343,27099,27203,216,350,-13,251,0
37,011,3,North Carolina,Avery County,640602134,445285,+36.0720900,-081.9202847,17528,17557,130,215,10,106,-2
37,013,3,North Carolina,Beaufort County,2155109574,338655073,+35.4823128,-076.8420144,47056,46994,439,628,3,128,-4
37,015,3,North Carolina,Bertie County,1810858586,109088136,+36.0590432,-076.9623641,19106,18947,167,268,31,-89,0
37,017,3,North Carolina,Bladen County,2265887723,33010866,+34.5919375,-078.5394885,33151,32722,337,468,21,-316,-3
37,019,3,North Carolina,Brunswick County,2199399191,518904287,+34.0387542,-078.2277653,136880,142820,1027,1738,-36,6629,58
37,021,3,North Carolina,Buncombe County,1700318985,8942803,+35.6093706,-082.5304234,259259,261191,2413,2700,108,2102,9
37,023,3,North Carolina,Burke County,1311146877,20719896,+35.7461820,-081.7061795,90405,90485,883,1034,66,171,-6
37,025,3,North Carolina,Cabarrus County,935650180,7005427,+35.3883455,-080.5527284,211597,216453,2600,1688,185,3756,3
37,027,3,North Carolina,Caldwell County,1222192494,7038403,+35.9663950,-081.5125411,82026,82178,774,969,57,294,-4
37,029,3,North Carolina,Camden County,622448680,181112906,+36.3423438,-076.1624876,10676,10867,96,63,11,148,-1
37,031,3,North Carolina,Carteret County,1314684783,2131065796,+34.8583428,-076.5358602,69438,69473,531,894,22,378,-2
37,033,3,North Carolina,Caswell County,1101694778,8641803,+36.3942984,-079.3396090,22634,22604,210,245,13,-5,-3
37,035,3,North Carolina,Catawba County,1039550834,37945134,+35.6618826,-081.2149057,158687,159551,1671,1713,233,679,-6
37,037,3,North Carolina,Chatham County,1765648430,70626784,+35.7049939,-079.2514542,73127,74470,667,770,-8,1448,6
37,039,3,North Carolina,Cherokee County,1179845619,28813485,+35.1371499,-084.0614491,28369,28612,250,380,-14,386,1
37,041,3,North Carolina,Chowan County,447179930,157966162,+36.1289790,-076.6027521,14065,13943,136,191,0,-66,-1
37,043,3,North Carolina,Clay County,556804505,15017755,+35.0529971,-083.7522638,11124,11231,87,163,-8,189,2
37,045,3,North Carolina,Cleveland County,1202311340,10177696,+35.3346302,-081.5571145,97519,97947,1102,1219,44,504,-3
37,047,3,North Carolina,Columbus County,2429722359,43711694,+34.2616017,-078.6393077,55819,55508,558,761,18,-124,-2
37,049,3,North Carolina,Craven County,1830014535,172777667,+35.1168292,-077.0813197,102338,102139,1340,1035,20,-514,-10
37,051,3,North Carolina,Cumberland County,1690129718,15279291,+35.0501921,-078.8287187,333430,335509,5376,2644,330,-978,-5
37,053,3,North Carolina,Currituck County,678350084,685089722,+36.3721739,-075.9412242,27016,27763,268,243,-13,733,2
37,055,3,North Carolina,Dare County,992557887,3000513932,+35.6062688,-075.7675364,36607,37009,332,360,40,390,0
37,057,3,North Carolina,Davidson County,1432727271,37436736,+35.7951312,-080.2071070,166358,167609,1764,1815,-18,1322,-2
37,059,3,North Carolina,Davie County,682965396,7401507,+35.9293554,-080.5425524,42563,42846,385,406,3,303,-2
37,061,3,North Carolina,Duplin County,2110215814,14137851,+34.9344033,-077.9335434,58991,58741,664,593,121,-442,0
37,063,3,North Carolina,Durham County,741994332,29467007,+36.0338282,-078.8781246,316979,321488,4186,2235,1376,1176,6
37,065,3,North Carolina,Edgecombe County,1309064804,3715266,+35.9170773,-077.6027422,51984,51472,589,634,16,-484,1
37,067,3,North Carolina,Forsyth County,1056221627,11712626,+36.1324661,-080.2569608,379216,382295,4356,3339,333,1734,-5
37,069,3,North Carolina,Franklin County,1273757138,7178583,+36.0882406,-078.2830903,67625,69685,725,642,103,1867,7
37,071,3,North Carolina,Gaston County,921386282,20552442,+35.2933443,-081.1772556,222630,224529,2580,2422,59,1679,3
37,073,3,North Carolina,Gates County,882181716,13292008,+36.4421353,-076.7023552,11563,11562,96,142,6,40,-1
37,075,3,North Carolina,Graham County,756189024,25057776,+35.3483644,-083.8309147,8461,8441,72,99,1,7,-1
37,077,3,North Carolina,Granville County,1377850155,14503653,+36.2998840,-078.6576338,59979,60443,601,599,-11,473,0
37,079,3,North Carolina,Greene County,690839648,1228821,+35.4819590,-077.6816876,21106,21069,206,223,16,-35,-1
37,081,3,North Carolina,Guilford County,1672939034,30330023,+36.0790650,-079.7886652,532607,537174,6111,4602,1132,1947,-21
37,083,3,North Carolina,Halifax County,1874472932,16919664,+36.2514375,-077.6448423,50634,50010,540,706,9,-468,1
37,085,3,North Carolina,Harnett County,1541100224,16378002,+35.3686348,-078.8716104,134336,135976,1873,1105,29,836,7
37,087,3,North Carolina,Haywood County,1433713829,2438478,+35.5588823,-082.9813074,61890,62317,587,766,-23,630,-1
37,089,3,North Carolina,Henderson County,965918074,5547623,+35.3364146,-082.4797406,116500,117417,1066,1426,-20,1296,1
37,091,3,North Carolina,Hertford County,914689324,18737419,+36.3635174,-076.9816160,23878,23677,224,287,36,-174,0
37,093,3,North Carolina,Hoke County,1010416546,3941216,+35.0172328,-079.2419635,54695,55234,847,362,4,50,0
37,095,3,North Carolina,Hyde County,1585966935,2192929400,+35.4081567,-076.1536867,5026,4937,33,49,-1,-72,0
37,097,3,North Carolina,Iredell County,1487420594,59920122,+35.8062493,-080.8745203,178332,181806,1872,1685,165,3116,6
37,099,3,North Carolina,Jackson County,1271961083,9754330,+35.2810521,-083.1199622,43600,43938,362,371,81,267,-1
37,101,3,North Carolina,Johnston County,2049252369,11592754,+35.5134188,-078.3673482,202692,209339,2371,1618,121,5752,21
37,103,3,North Carolina,Jones County,1220836962,6031825,+35.0322677,-077.3561946,9613,9419,91,118,-2,-166,1
37,105,3,North Carolina,Lee County,660607408,10725289,+35.4763365,-079.1721174,61208,61779,774,563,56,304,0
37,107,3,North Carolina,Lenoir County,1033630022,5900301,+35.2400677,-077.6355095,55990,55949,608,768,42,80,-3
37,109,3,North Carolina,Lincoln County,766230937,23359099,+35.4884913,-081.2268916,84092,86111,834,891,40,2031,5
37,111,3,North Carolina,McDowell County,1139477323,13977081,+35.6822711,-082.0480438,45465,45756,437,513,39,329,-1
37,113,3,North Carolina,Macon County,1335344512,10604264,+35.1529593,-083.4219010,35274,35858,333,417,44,622,2
37,115,3,North Carolina,Madison County,1164497715,4840763,+35.8642073,-082.7126299,21665,21755,198,240,19,112,1
37,117,3,North Carolina,Martin County,1182135160,746610,+35.8473006,-077.1196022,22660,22440,246,313,-1,-152,0
37,119,3,North Carolina,Mecklenburg County,1356068834,58270787,+35.2468623,-080.8338317,1093750,1110356,14736,6883,4335,4382,36
37,121,3,North Carolina,Mitchell County,573036225,1632150,+36.0131020,-082.1635541,14996,14964,139,221,19,31,0
37,123,3,North Carolina,Montgomery County,1273075615,25886763,+35.3344151,-079.9066023,27077,27173,268,269,-4,102,-1
37,125,3,North Carolina,Moore County,1806973893,20724316,+35.3082717,-079.4927248,98805,100880,1139,1169,78,2023,4
37,127,3,North Carolina,Nash County,1399742823,6174819,+35.9659447,-077.9875546,94094,94298,1061,1041,31,159,-6
37,129,3,North Carolina,New Hanover County,497927594,353813801,+34.1834420,-077.8642088,232256,234473,2197,2034,126,1915,13
37,131,3,North Carolina,Northampton County,1389988119,35935817,+36.4217739,-077.3983518,19698,19483,173,297,7,-97,-1
37,133,3,North Carolina,Onslow County,1973754758,370685631,+34.7631087,-077.4994691,196915,197938,3951,1094,-2,-1813,-19
37,135,3,North Carolina,Orange County,1029672897,8807050,+36.0625255,-079.1200340,147980,148476,1158,855,499,-305,-1
37,137,3,North Carolina,Pamlico County,871546184,583061138,+35.1475747,-076.6652684,12633,12726,79,157,2,169,0
37,139,3,North Carolina,Pasquotank County,587616451,161745167,+36.2651990,-076.2606906,39583,39824,463,370,34,112,2
37,141,3,North Carolina,Pender County,2256645338,162833419,+34.5125561,-077.8881063,62017,63060,647,556,-2,957,-3
37,143,3,North Carolina,Perquimans County,640169367,211759806,+36.1808969,-076.4032445,13381,13463,116,146,-8,122,-2
37,145,3,North Carolina,Person County,1016140154,31220109,+36.3863503,-078.9656233,39436,39490,417,448,-8,94,-1
37,147,3,North Carolina,Pitt County,1689629354,8238588,+35.5924897,-077.3727387,179575,180742,2053,1432,101,444,1
37,149,3,North Carolina,Polk County,615606314,1964035,+35.2779011,-082.1676211,20668,20724,155,308,13,195,1
37,151,3,North Carolina,Randolph County,2026229975,19767036,+35.7099148,-079.8062153,143249,143667,1538,1573,48,414,-9
37,153,3,North Carolina,Richmond County,1226849546,15575097,+35.0046360,-079.7556946,44888,44829,559,556,3,-64,-1
37,155,3,North Carolina,Robeson County,2453435687,5076395,+34.6392096,-079.1008811,131884,130625,1697,1378,58,-1636,0
37,157,3,North Carolina,Rockingham County,1464997156,18444290,+36.3818062,-079.7827539,90617,91010,871,1174,2,696,-2
37,159,3,North Carolina,Rowan County,1324727249,32231668,+35.6413551,-080.5217214,141128,142088,1575,1570,51,906,-2
37,161,3,North Carolina,Rutherford County,1464476077,4692959,+35.4027469,-081.9195825,66775,67029,662,862,-6,461,-1
37,163,3,North Carolina,Sampson County,2449357434,4923826,+34.9892978,-078.3711743,63345,63531,825,685,128,-78,-4
37,165,3,North Carolina,Scotland County,826570080,3841985,+34.8400226,-079.4773366,34751,34823,436,427,13,53,-3
37,167,3,North Carolina,Stanly County,1023390690,25222524,+35.3104492,-080.2543742,62180,62806,709,715,10,623,-1
37,169,3,North Carolina,Stokes County,1162941527,17582831,+36.3935052,-080.2662145,45511,45591,387,556,22,231,-4
37,171,3,North Carolina,Surry County,1382386028,10337426,+36.4154160,-080.6864631,71959,71783,736,874,40,-72,-6
37,173,3,North Carolina,Swain County,1366810463,32416167,+35.5688491,-083.4656136,14249,14271,143,221,-3,103,0
37,175,3,North Carolina,Transylvania County,979930393,5103716,+35.2101025,-082.8166660,34173,34385,261,394,-3,349,-1
37,177,3,North Carolina,Tyrrell County,1012103918,534574451,+35.8704196,-076.1653454,4115,4016,31,48,0,-83,1
37,179,3,North Carolina,Union County,1638745719,17924710,+34.9918204,-080.5304264,235830,239859,2431,1521,19,3115,-15
37,181,3,North Carolina,Vance County,653713542,42178610,+36.3654806,-078.4054343,44635,44535,571,525,32,-177,-1
37,183,3,North Carolina,Wake County,2162195848,58055278,+35.7898464,-078.6506240,1091273,1111761,12634,6210,3165,10857,42
37,185,3,North Carolina,Warren County,1112117463,38615563,+36.3981051,-078.0998993,19819,19731,161,267,-6,27,-3
37,187,3,North Carolina,Washington County,897456203,195282199,+35.8447130,-076.5722906,11769,11580,129,155,-8,-154,-1
37,189,3,North Carolina,Watauga County,809217076,2275614,+36.2353679,-081.7098875,56034,56177,381,401,43,121,-1
37,191,3,North Carolina,Wayne County,1434643400,9850061,+35.3541896,-078.0086695,123237,123131,1608,1384,214,-542,-2
37,193,3,North Carolina,Wilkes County,1954249757,6862433,+36.2088833,-081.1660949,68563,68412,670,817,52,-50,-6
37,195,3,North Carolina,Wilson County,951946703,14398771,+35.7003569,-077.9215978,81392,81801,944,944,77,336,-4
37,197,3,North Carolina,Yadkin County,867496099,7232594,+36.1587653,-080.6651641,37481,37667,379,426,18,218,-3
37,199,3,North Carolina,Yancey County,809610027,1524561,+35.8893259,-082.3039535,17873,18069,181,211,-2,227,1
38,001,2,North Dakota,Adams County,2557733901,2894336,+46.0968146,-102.5331983,2276,2216,20,28,6,-59,1
38,003,2,North Dakota,Barnes County,3863118055,56580900,+46.9425500,-098.0701946,10527,10415,90,126,-6,-69,-1
38,005,2,North Dakota,Benson County,3596341060,131678181,+48.0717430,-099.3511517,6958,6832,139,69,1,-197,0
38,007,2,North Dakota,Billings County,2974571254,11986483,+47.0070440,-103.3640163,918,928,10,5,2,4,-1
38,009,2,North Dakota,Bottineau County,4321075833,74935382,+48.7944116,-100.8312572,6398,6282,61,90,4,-91,0
38,011,2,North Dakota,Bowman County,3009070659,13583664,+46.1101438,-103.5059433,3067,3024,35,34,0,-45,1
38,013,2,North Dakota,Burke County,2858179013,65714655,+48.7864534,-102.5200874,2094,2115,26,17,0,12,0
